Feature,Gain,Cover,Frequency,run
HOUR_APPR_PROCESS_START_10,20.1123566627502,11690,4,1
NAME_CASH_LOAN_PURPOSE_11,19.9121904373169,136363,4,1
ELEVATORS_MEDI,19.6259913444519,35669,4,1
CHANNEL_TYPE_Channel_of_corporate_sales,19.3289895057678,215446,5,1
CHANNEL_TYPE_Credit_and_cash_offices,19.2307586669922,578,4,1
ORGANIZATION_TYPE.Other,19.1657497882843,2828,3,1
OCCUPATION_TYPE.miss,18.9689030647278,1803,3,1
NAME_CLIENT_TYPE_New,18.8079209327698,22003,4,1
NONLIVINGAPARTMENTS_MEDI,18.4502396583557,690044,5,1
OCCUPATION_TYPE.Core.staff,18.2827184200287,11893,4,1
PRODUCT_COMBINATION_Card_X.Sell,18.1216707229614,2990,3,1
FONDKAPREMONT_MODE.org.spec.account,17.7283973693848,8186,3,1
SELLERPLACE_AREA_33,17.6647906303406,16684,4,1
NAME_HOUSING_TYPE.With.parents,17.5731611251831,8806,3,1
BUREAU_STATUS_5_MEAN,17.5528287887573,23909,4,1
ELEVATORS_MODE,17.4963619709015,26127,4,1
NAME_TYPE_SUITE_Family,17.4222075939178,9240,4,1
PRODUCT_COMBINATION_POS_mobile_with_interest,17.245493888855,23406,4,1
HOUR_APPR_PROCESS_START_5,16.6022253036499,25273,4,1
NAME_YIELD_GROUP_low_action,16.4283540248871,65808,4,1
SELLERPLACE_AREA_47,16.2879137992859,16838,3,1
OCCUPATION_TYPE.Drivers,16.2620038986206,7430,3,1
HOUR_APPR_PROCESS_START_9,16.2214756011963,116389,4,1
NAME_GOODS_CATEGORY_10,16.1371273994446,135090,3,1
SELLERPLACE_AREA_16,15.9971513748169,43133,4,1
PRODUCT_COMBINATION_POS_mobile_without_interest,15.8610508441925,71399,4,1
CREDIT_currency.1,15.8023529052734,75281,2,1
SELLERPLACE_AREA_25,15.7517580986023,136181,3,1
NUM_INSTALMENT_VERSION_1,15.5689196586609,70990,3,1
NAME_SELLER_INDUSTRY_Auto_technology,15.5648415088654,25317,4,1
ORGANIZATION_TYPE.Military,15.5189809799194,21456,3,1
NAME_CASH_LOAN_PURPOSE_9,15.195568561554,108930,4,1
CODE_REJECT_REASON_SCOFR,15.0773103237152,490757,4,1
WEEKDAY_APPR_PROCESS_START.WEDNESDAY,14.7684059143066,5545,3,1
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MAX,14.4386358261108,98475,3,1
Add_DIFF_MEAN_BALANCE_LIMIT_CARD,14.354660987854,204436,3,1
NAME_INCOME_TYPE.Commercial.associate,14.0046672821045,935,4,1
NAME_CONTRACT_STATUS_Unused_offer,13.9134776592255,12603,3,1
NAME_PORTFOLIO_POS,13.8997802734375,19593,2,1
NAME_HOUSING_TYPE.House...apartment,13.7914807796478,1053,3,1
REG_CITY_NOT_WORK_CITY,13.6519365310669,348,3,1
NAME_GOODS_CATEGORY_11,13.5014619827271,812,2,1
SELLERPLACE_AREA_39,13.4448680877686,9431,4,1
SELLERPLACE_AREA_30,13.1470081806183,67178,3,1
HOUSETYPE_MODE.miss,13.0986685752869,2842,2,1
HOUR_APPR_PROCESS_START_18,13.0967407226563,848,2,1
NAME_CONTRACT_STATUS_POSCASH_Signed,13.0029678344727,193,2,1
NAME_SELLER_INDUSTRY_MLM_partners,12.9368114471436,171116,3,1
SK_DPD_SUM_CC,12.9065341949463,44435,3,1
BUREAU_STATUS_3_MEAN,12.880259513855,5642,2,1
SELLERPLACE_AREA_13,12.8657956123352,57188,3,1
NAME_SELLER_INDUSTRY_Industry,12.6419763565063,1366,2,1
PRODUCT_COMBINATION_POS_other_with_interest,12.6379199028015,19142,2,1
Add_DIFF_MEAN_CREDIT_RECEIVED_GOODS_PRICE_PREV,12.6377363204956,653057,3,1
ORGANIZATION_TYPE.Restaurant,12.3629915714264,23907,3,1
AMT_RECEIVABLE_PRINCIPAL_MEAN,12.2852036952972,177702,3,1
NAME_GOODS_CATEGORY_7,12.2217831611633,18320,3,1
WEEKDAY_APPR_PROCESS_START.THURSDAY,12.1941013336182,861,3,1
Mortgage_Nr,12.0228807926178,714,2,1
NAME_CASH_LOAN_PURPOSE_4,11.9693608283997,3206,2,1
NAME_PORTFOLIO_miss,11.8452529907227,201985,3,1
CREDIT_ACTIVE_Sold,11.7910203933716,308,2,1
NAME_EDUCATION_TYPE.Secondary...secondary.special,11.6480195522308,25378,3,1
WEEKDAY_APPR_PROCESS_START.SATURDAY,11.4090309143066,5435,2,1
WALLSMATERIAL_MODE.Panel,11.3476514816284,3733,3,1
NAME_FAMILY_STATUS.Widow,11.3474884033203,3491,2,1
SELLERPLACE_AREA_28,11.018951177597,10500,3,1
FLAG_EMAIL,10.9103527069092,64374,2,1
FLAG_EMP_PHONE,10.7953724861145,1837,2,1
FLAG_DOCUMENT_9,10.7821044921875,58789,3,1
NUM_INSTALMENT_VERSION_0,10.3919496536255,14385,2,1
ORGANIZATION_TYPE.Self.employed,10.25821352005,700,2,1
NA_TOTALAREA_MODE,10.2369527816772,3604,2,1
Add_DIFF_MEAN_PAYMENT_RECEIVABLE_CARD,10.0587496757507,475146,3,1
ORGANIZATION_TYPE.Transport..type.4,10.0521678924561,2734,2,1
HOUR_APPR_PROCESS_START_6,9.90060663223267,26597,2,1
OCCUPATION_TYPE.Private.service.staff,9.58572435379028,87271,2,1
WEEKDAY_APPR_PROCESS_START.SUNDAY,9.47758150100708,13812,2,1
CODE_REJECT_REASON_LIMIT,9.46228265762329,75630,2,1
Add_DIFF_MEAN_PAYMENT_DRAWINGS_CARD,9.35778474807739,16335,2,1
SK_DPD_DEF_SUM_CC,9.34752798080444,272028,2,1
NA_AMT_CREDIT_MAX_OVERDUE,9.33852100372314,488,2,1
NAME_TYPE_SUITE.Family,9.28410291671753,487,2,1
FLAG_LAST_APPL_PER_CONTRACT_0,9.21391248703003,319958,2,1
HOUSETYPE_MODE.specific.housing,9.21114540100098,4307,2,1
NAME_FAMILY_STATUS.Separated,9.19197344779968,3089,2,1
NA_EXT_SOURCE_3,9.16264462471008,121371,3,1
NAME_TYPE_SUITE.Unaccompanied,9.05618715286255,12703,2,1
NAME_HOUSING_TYPE.Rented.apartment,8.85124826431274,3255,2,1
WALLSMATERIAL_MODE.miss,8.81548023223877,63,1,1
OCCUPATION_TYPE.Sales.staff,8.77330708503723,3422,2,1
NA_BASEMENTAREA,8.59125471115112,103,2,1
SELLERPLACE_AREA_52,8.38021159172058,2952,2,1
OCCUPATION_TYPE.Laborers,8.31759738922119,171,1,1
ORGANIZATION_TYPE.Business.Entity.Type.2,8.22709131240845,2684,2,1
FLAG_LAST_APPL_PER_CONTRACT_1,8.17859268188477,62,1,1
NAME_GOODS_CATEGORY_6,8.09175658226013,1377,2,1
LIVE_REGION_NOT_WORK_REGION,8.04870223999023,665,2,1
NA_AMT_CREDIT_SUM_LIMIT,8.04864525794983,1588,2,1
SELLERPLACE_AREA_12,8.01599836349487,12415,2,1
NAME_EDUCATION_TYPE.Incomplete.higher,7.93401098251343,6623,2,1
SELLERPLACE_AREA_7,7.9078483581543,218072,2,1
SELLERPLACE_AREA_19,7.87808465957642,12510,2,1
NUM_INSTALMENT_VERSION_3,7.82382273674011,338712,2,1
SELLERPLACE_AREA_42,7.69768357276917,4349,2,1
SELLERPLACE_AREA_4,7.67828249931335,22685,2,1
SELLERPLACE_AREA_44,7.67393493652344,57404,2,1
OCCUPATION_TYPE.Medicine.staff,7.43331122398377,3321,2,1
NAME_TYPE_SUITE.Other_A,7.31323504447937,46303,2,1
ORGANIZATION_TYPE.Industry..type.11,7.26546311378479,139446,2,1
NAME_SELLER_INDUSTRY_miss,7.17783451080322,275,1,1
NUM_INSTALMENT_VERSION_15,7.17063093185425,865,1,1
ORGANIZATION_TYPE.Bank,7.1280369758606,116740,2,1
ORGANIZATION_TYPE.Industry..type.2,7.10498309135437,94245,2,1
SELLERPLACE_AREA_58,7.10307288169861,2081,2,1
NAME_PAYMENT_TYPE_Non.cash_from_your_account,7.04542183876038,12380,2,1
NAME_SELLER_INDUSTRY_Clothing,6.85674166679382,7572,2,1
Add_CARD_DRAWINGS_OTHER_per_CNT_MEAN,6.77233576774597,166368,2,1
NAME_EDUCATION_TYPE.Lower.secondary,6.74576091766357,840,1,1
NAME_TYPE_SUITE_Other_A,6.69726824760437,145881,2,1
ORGANIZATION_TYPE.Security.Ministries,6.03484678268433,5382,1,1
REGION_RATING_CLIENT.2,5.89090919494629,66,1,1
ORGANIZATION_TYPE.University,5.75893712043762,9057,2,1
FLAG_DOCUMENT_8,5.73751163482666,492,1,1
NAME_CLIENT_TYPE_miss,5.69937133789063,14858,2,1
SELLERPLACE_AREA_0,5.61413240432739,4822,1,1
LIVE_CITY_NOT_WORK_CITY,5.36068820953369,133,1,1
ORGANIZATION_TYPE.Transport..type.2,5.35719394683838,4362,1,1
NUM_INSTALMENT_VERSION_14,5.3352861404419,23637,1,1
NA_DAYS_ENDDATE_FACT,5.32086181640625,98,1,1
SELLERPLACE_AREA_34,5.31786155700684,2778,1,1
SK_DPD_MAX_CC,5.29980516433716,34444,1,1
NAME_TYPE_SUITE.miss,5.23020744323731,4193,1,1
SELLERPLACE_AREA_10,5.20617818832398,668,1,1
ORGANIZATION_TYPE.Industry..type.9,5.11648511886597,947,1,1
NA_AMT_REQ,5.0762186050415,3053,1,1
ORGANIZATION_TYPE.Kindergarten,4.94918537139893,943,1,1
WEEKDAY_APPR_PROCESS_START.MONDAY,4.91358232498169,66889,1,1
NAME_CASH_LOAN_PURPOSE_0,4.86030912399292,1657,1,1
EMERGENCYSTATE_MODE.miss,4.83190059661865,1101,1,1
FONDKAPREMONT_MODE.reg.oper.account,4.67316436767578,1834,1,1
Add_DIFF_ASKED_GOODS_PRICE_PREV_MEAN,4.61524248123169,11545,1,1
SELLERPLACE_AREA_23,4.5314736366272,2686,1,1
OCCUPATION_TYPE.Cleaning.staff,4.50591516494751,1657,1,1
NAME_CASH_LOAN_PURPOSE_6,4.45669317245483,121470,1,1
Another_type_of_loan_Nr,4.45247030258179,10163,1,1
REG_REGION_NOT_WORK_REGION,4.4369912147522,14788,1,1
ORGANIZATION_TYPE.Industry..type.5,4.41829252243042,22706,1,1
HOUR_APPR_PROCESS_START_22,4.37267398834229,10968,1,1
HOUR_APPR_PROCESS_START_21,4.29977369308472,4315,1,1
PRODUCT_COMBINATION_POS_industry_without_interest,4.29965305328369,2839,1,1
SELLERPLACE_AREA_26,4.26206922531128,10086,1,1
ORGANIZATION_TYPE.Telecom,4.23440170288086,25996,1,1
SELLERPLACE_AREA_54,4.23339557647705,56133,1,1
Add_DIFF_MEAN_CREDIT_ASKED_GOODS_PRICE_PREV,4.17880773544312,11560,1,1
NAME_SELLER_INDUSTRY_Jewelry,4.1185998916626,6183,1,1
WALLSMATERIAL_MODE.Stone..brick,4.01973438262939,3524,1,1
ORGANIZATION_TYPE.Medicine,3.94670557975769,12968,1,1
ORGANIZATION_TYPE.Mobile,3.94261312484741,23300,1,1
ORGANIZATION_TYPE.Postal,3.93809270858765,3051,1,1
HOUR_APPR_PROCESS_START_3,3.89828968048096,20789,1,1
ORGANIZATION_TYPE.Cleaning,3.89535665512085,21866,1,1
ORGANIZATION_TYPE.Industry..type.4,3.81922340393066,7028,1,1
CODE_REJECT_REASON_SYSTEM,3.81726002693176,21813,1,1
NAME_TYPE_SUITE.Other_B,3.81477808952332,72831,1,1
OCCUPATION_TYPE.High.skill.tech.staff,3.76553559303284,872,1,1
NAME_SELLER_INDUSTRY_Construction,3.74098896980286,159361,1,1
PRODUCT_COMBINATION_POS_others_without_interest,3.69146919250488,39308,1,1
SK_DPD_MEAN_CC,3.59038281440735,21830,1,1
NAME_HOUSING_TYPE.Municipal.apartment,3.57508587837219,1189,1,1
SELLERPLACE_AREA_35,3.53859543800354,13463,1,1
HOUR_APPR_PROCESS_START_20,3.53428030014038,11476,1,1
DEF_30_CNT_SOCIAL_CIRCLE,3.364501953125,1989,1,1
CNT_CREDIT_PROLONG_SUM,3.30950689315796,9416,1,1
PRODUCT_COMBINATION_Cash_Street._low,3.27968311309814,826,1,1
NAME_CASH_LOAN_PURPOSE_5,3.26903176307678,8431,1,1
SELLERPLACE_AREA_11,3.20797729492188,29409,1,1
ORGANIZATION_TYPE.Hotel,3.20025157928467,10984,1,1
NAME_GOODS_CATEGORY_13,3.00699162483215,3899,1,1
ORGANIZATION_TYPE.Government,2.97029113769531,665,1,1
REG_CITY_NOT_LIVE_CITY,2.70093679428101,4110,1,1
FLAG_DOCUMENT_5,2.53092479705811,3475,1,1
REGION_RATING_CLIENT_W_CITY.3,2.05805039405823,393,1,1
EXT_SOURCE_MIN,1124.28088700771,41027062,228,2
Add_DIFF_BALANCE_LIMIT_CARD_MEAN,703.501066684723,10361707,128,2
DAYS_REGISTRATION,679.347474336624,1238768,120,2
Add_RATIO_PHONE_EMPLOYED,578.632649898529,17410143,132,2
DAYS_ENDDATE_FACT_MEAN,552.069210529327,2276293,106,2
INSTALMENTS_DPD_MEAN,543.942515909672,327309,97,2
DAYS_BIRTH,519.871930539608,2056046,109,2
Add_RATIO_PAYMENT,514.141495466232,105751,83,2
INSTALMENTS_DPD_INTERCEPT,470.302880525589,1100693,92,2
EXT_SOURCE_MEAN,470.23605799675,2956638,89,2
INSTALMENTS_DPD_TREND,463.856235027313,646565,96,2
Add_RATIO_PAYMENT_PREV_MAX,460.556809723377,5032428,92,2
DAYS_FIRST_DRAWING_MEAN,457.486835479736,13279826,104,2
DAYS_FIRST_DUE_MAX,437.215205192566,5373621,87,2
DAYS_ID_PUBLISH,431.184346586466,425073,84,2
AMT_ANNUITY_SUM,429.28515458107,969880,81,2
Add_RATIO_INSTALMENT_LEFT_INTERCEPT_MEAN,428.174790859222,1740743,74,2
AMT_INCOME_TOTAL,422.351798802614,157432,86,2
EXT_SOURCE_2,422.079503566027,944070,77,2
EXT_SOURCE_3,413.460368514061,1090913,82,2
DAYS_ENDDATE_FACT_MAX,411.716015577316,1269817,82,2
AMT_PAYMENT_MEAN,406.239452600479,326835,61,2
INSTALMENTS_DPD_MAX,405.05328732729,2572182,80,2
RATE_DOWN_PAYMENT_MAX,403.758756995201,5672580,78,2
NAME_TYPE_SUITE_miss,400.864034175873,1116795,68,2
AMT_CREDIT,399.224760361016,2207039,76,2
DAYS_TERMINATION_MAX,398.590915203095,1475381,78,2
AMT_CREDIT_SUM_MEAN,390.809057414532,427169,71,2
REGION_POPULATION_RELATIVE,390.665286391974,482704,77,2
Add_CREDIT_per_FAM,388.842367291451,291260,72,2
BUREAU_STATUS_0_MEAN,385.195481777191,808462,77,2
DAYS_LAST_PHONE_CHANGE,384.182286500931,626902,69,2
Add_INCOME_per_FAM,382.715160250664,262885,70,2
Add_RATIO_ANNUITY_INCOME,379.329521536827,199392,72,2
RATE_DOWN_PAYMENT_MEAN,375.203864097595,12196341,80,2
DAYS_DECISION_MAX,372.391023278236,3781100,74,2
DAYS_DECISION_MEAN,371.427602291107,155060,59,2
Add_RATIO_PAYMENT_PREV_MIN,369.487547874451,837706,77,2
Add_INCOME_per_ADULT,368.048110723496,581508,66,2
Add_DIFF_SUM_DEBT_CREDIT_BUREAU,366.442264080048,267516,62,2
Add_RATIO_PHONE_BIRTH,361.960732877255,469687,67,2
AMT_CREDIT_LIMIT_ACTUAL_SUM,359.459311723709,3921643,74,2
DAYS_LAST_DUE_1ST_VERSION_MAX,354.052513837814,950880,65,2
EXT_SOURCE_MAX,353.54328918457,216918,62,2
BUREAU_STATUS_ENTROPY_MIN,347.346985578537,1760393,70,2
HOUR_APPR_PROCESS_START_9,345.384220600128,9729087,76,2
DAYS_LAST_DUE_MAX,339.816301345825,531929,62,2
CNT_INSTALMENT_FUTURE_MEAN,337.516047000885,3897194,71,2
NAME_CONTRACT_STATUS_POSCASH_Active,337.11080789566,511431,62,2
Add_RATIO_EMPLOYED_BIRTH,336.082814097405,534953,67,2
AMT_CREDIT_LIMIT_ACTUAL_MAX,335.856863498688,10118781,68,2
AMT_CREDIT_MAX_OVERDUE_MAX,333.426625013351,1351726,66,2
AMT_GOODS_PRICE,326.488787934184,1428686,55,2
DAYS_DECISION_MIN,325.066909551621,277053,45,2
AMT_CREDIT_SUM_MAX,324.218008756638,1128880,67,2
APARTMENTS_MODE,317.266725540161,6909341,72,2
DAYS_CREDIT_ENDDATE_MIN,315.684052228928,245255,50,2
INSTALMENTS_LESS_TREND,315.654627680779,274361,59,2
NUM_INSTALMENT_NUMBER_MAX,315.283581137657,3218599,68,2
DAYS_EMPLOYED,312.794063016772,636767,61,2
AMT_INSTALMENT_MAX,310.390958070755,531332,47,2
SELLERPLACE_AREA_3,309.680181026459,943858,54,2
DAYS_CREDIT_MEAN,308.781829595566,64508,50,2
CODE_REJECT_REASON_SCO,303.973309278488,8672381,68,2
Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MEAN,303.786869049072,698547,44,2
Add_DIFF_BALANCE_LIMIT_CARD_MAX,302.048194408417,8239230,63,2
Add_CREDIT_per_ADULT,301.61963480711,71481,50,2
AMT_ANNUITY_MAX,301.049334764481,1700552,53,2
Add_DIFF_PAYMENT_INST_MIN_CARD_MAX,295.988402843475,1039964,59,2
AMT_ANNUITY,295.256859347224,149320,57,2
Nr_POSCASH_MONTH_MEAN,292.960425615311,194486,55,2
Add_RATIO_MEAN_PAYMENT_PREV,289.98270046711,288450,55,2
AMT_CREDIT_SUM_DEBT_MEAN,286.475073337555,44788,44,2
DAYS_CREDIT_MIN,284.859073519707,417006,54,2
CNT_INSTALMENT_MEAN,284.640768289566,753249,52,2
CHANNEL_TYPE_Stone,284.174024224281,580645,57,2
BUREAU_STATUS_ENTROPY_MEAN,283.959342718124,859961,57,2
Add_RATIO_PAYMENT_PREV_MEAN,276.155090928078,674742,50,2
Add_RATIO_INSTALMENT_LEFT_MEAN,272.592420101166,562130,49,2
HOUR_APPR_PROCESS_START_17,271.914237737656,2095490,44,2
DAYS_CREDIT_MAX,270.918013095856,163388,49,2
DAYS_ENDDATE_FACT_MIN,269.951073646545,2005232,52,2
AMT_DOWN_PAYMENT_MAX,263.064927339554,491398,42,2
Add_DIFF_DAYS_LAST_DUE_PREV_MEAN,261.608662426472,292416,41,2
CNT_PAYMENT_MEAN,259.714365839958,943241,47,2
Add_RATIO_CREDIT_GOODS,256.554540872574,152957,50,2
DAYS_CREDIT_UPDATE_MEAN,254.022105932236,280983,46,2
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MIN,250.630471467972,463449,43,2
Add_RATIO_INSTALMENT_LEFT_TREND_MEAN,249.525051832199,473963,45,2
Add_RATIO_CREDIT_INCOME,245.951657772064,509978,48,2
Add_RATIO_CAR_EMPLOYED,243.569254279137,489088,46,2
DAYS_CREDIT_ENDDATE_MEAN,239.683046579361,534086,48,2
AMT_APPLICATION_MEAN,238.386129617691,401716,45,2
Add_CARD_DRAWINGS_ATM_per_CNT_MAX,237.560200214386,53462,43,2
AMT_BALANCE_TREND,236.030534267426,1228612,40,2
PRODUCT_COMBINATION_Card_X.Sell,234.68138217926,320499,40,2
NAME_PORTFOLIO_miss,234.568795681,1085877,48,2
INSTALMENTS_LESS_MEAN,234.536283254623,329669,47,2
Add_DIFF_MEAN_DAYS_LAST_DUE_PREV,232.956290483475,714483,44,2
AMT_APPLICATION_MAX,231.960710227489,55513,39,2
AMT_INSTALMENT_MEAN,228.023208618164,546614,39,2
AMT_ANNUITY_PREV_MEAN,224.380411863327,567205,45,2
EXT_SOURCE_1,222.26102745533,318871,42,2
NUM_INSTALMENT_VERSION_6,221.905110359192,3884150,50,2
OWN_CAR_AGE,221.737341165543,96459,40,2
AMT_DOWN_PAYMENT_MEAN,221.193692684174,162479,41,2
Nr_Card_MONTH_MEAN,214.050597667694,1081687,38,2
SK_DPD_DEF_SUM_CC,213.528035879135,5406099,48,2
NAME_SELLER_INDUSTRY_Furniture,209.808522701263,3599302,46,2
LIVINGAPARTMENTS_AVG,209.577643871307,434255,41,2
DAYS_ENTRY_PAYMENT_MAX,209.391412496567,381791,39,2
Add_DIFF_MEAN_INSTALMENT_FUTURE,209.318324446678,359573,40,2
PRODUCT_COMBINATION_Cash_X.Sell._high,207.962498903275,8610064,51,2
SELLERPLACE_AREA_21,206.088836431503,8623018,45,2
DAYS_CREDIT_ENDDATE_MAX,205.258118867874,847209,42,2
NUM_INSTALMENT_VERSION_7,201.805712223053,383091,40,2
DAYS_LAST_DUE_MEAN,200.635501623154,525896,37,2
DAYS_FIRST_DRAWING_MIN,197.577895879745,7467971,43,2
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MEAN,194.424574375153,97406,38,2
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MAX,193.651916027069,352807,34,2
NFLAG_LAST_APPL_IN_DAY_0,192.257252693176,231924,35,2
DAYS_FIRST_DUE_MEAN,191.130270719528,306285,36,2
BUREAU_MONTH_BALANCE_Nr_MEAN,185.318567752838,1856187,41,2
NUM_INSTALMENT_VERSION_5,181.860863924027,143669,34,2
Nr_INSTALLMENTS_MEAN,181.475103616714,609557,37,2
Credit_card_Nr,177.962126970291,1345506,35,2
AMT_CREDIT_LIMIT_ACTUAL_MEAN,177.935938239098,52571,35,2
INSTALMENTS_LESS_INTERCEPT,176.719415217638,120644,35,2
HOUR_APPR_PROCESS_START,176.502295732498,108212,34,2
AMT_PAYMENT_MAX,176.053882598877,310361,30,2
Add_RATIO_PAYMENT_BUREAU_MEAN,172.438369035721,100440,33,2
CODE_REJECT_REASON_HC,170.009664535522,495885,36,2
DAYS_INSTALMENT_MAX,168.161989808083,316038,32,2
Add_DIFF_PAYMENT_DRAWINGS_CARD_MAX,167.249317407608,211816,31,2
DAYS_LAST_DUE_1ST_VERSION_MEAN,164.896769285202,216366,29,2
BUREAU_STATUS_X_MEAN,164.809571504593,192033,32,2
Add_RATIO_DEBT_CREDIT_BUREAU_MEAN,164.151304364204,100508,31,2
DAYS_LAST_DUE_1ST_VERSION_MIN,163.995995521545,70424,27,2
Add_DIFF_PAYMENT_RECEIVABLE_CARD_MAX,163.711869478226,302465,31,2
AMT_CREDIT_SUM_SUM,163.498791515827,145637,33,2
NUM_INSTALMENT_NUMBER_MEAN,161.238130807877,340752,27,2
AMT_CREDIT_MAX_OVERDUE_MIN,161.122788190842,2196245,37,2
NUM_INSTALMENT_VERSION_4,155.557799577713,298478,32,2
CNT_DRAWINGS_CURRENT_MEAN,155.45506978035,666230,31,2
HOUR_APPR_PROCESS_START_16,155.398488163948,5522064,38,2
BUREAU_MONTH_BALANCE_MIN_MIN,153.796086549759,217797,25,2
NUM_INSTALMENT_VERSION_12,153.691150426865,585363,30,2
Add_DIFF_DRAWINGS_LIMIT_CARD_MAX,153.387881994247,105534,28,2
BUREAU_STATUS_ENTROPY_MAX,152.58647274971,405469,30,2
AMT_CREDIT_SUM_DEBT_SUM,152.172622680664,71885,28,2
Add_RATIO_CAR_BIRTH,151.800223231316,188598,33,2
AMT_BALANCE_INTERCEPT,150.896570682526,1299122,27,2
LIVINGAPARTMENTS_MODE,150.636179447174,937131,33,2
SELLERPLACE_AREA_4,149.596576213837,377372,33,2
COMMONAREA_AVG,149.110886573792,312745,30,2
CNT_INSTALMENT_MATURE_CUM_MEAN,147.399319648743,259271,19,2
AMT_CREDIT_MAX_OVERDUE_MEAN,146.556743383408,494764,30,2
DAYS_TERMINATION_MEAN,146.515712738037,766774,24,2
OBS_30_CNT_SOCIAL_CIRCLE,144.869012832642,301204,29,2
PRODUCT_COMBINATION_Cash,142.862218856812,2714528,30,2
NAME_YIELD_GROUP_low_action,141.20512843132,245210,28,2
Add_DIFF_DRAWINGS_LIMIT_CARD_MEAN,140.830098867416,149062,25,2
AMT_DOWN_PAYMENT_MIN,137.601187467575,124989,27,2
CHANNEL_TYPE_Country.wide,136.691411018372,1885960,23,2
SK_DPD_DEF_MEAN_CC,136.660670161247,2273230,31,2
AMT_ANNUITY_MIN,135.899232745171,841774,29,2
BASEMENTAREA_AVG,133.13472533226,2045523,31,2
TOTALAREA_MODE,132.951842546463,256598,27,2
AMT_CREDIT_SUM_DEBT_MAX,131.84495472908,430471,23,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,130.314420223236,758187,25,2
AMT_CREDIT_MEAN,129.887090206146,191727,25,2
NAME_GOODS_CATEGORY_12,129.144640684128,2778157,29,2
AMT_CREDIT_MAX,126.810758948326,96160,25,2
NAME_CONTRACT_STATUS_CC_Completed_SUM,125.209517002106,149976,22,2
Add_DIFF_RECEIVABLE_BALANCE_CARD_MAX,124.339851856232,174982,20,2
DAYS_FIRST_DUE_MIN,123.927209615707,104870,18,2
NAME_YIELD_GROUP_miss,123.240719556808,392467,24,2
BASEMENTAREA_MEDI,122.202659130096,2599461,29,2
LIVINGAPARTMENTS_MEDI,121.416378259659,373931,23,2
LIVINGAREA_AVG,121.145691394806,1310195,29,2
MONTHS_BALANCE_MAX_POS,120.9540143013,159677,22,2
NAME_CONTRACT_STATUS_CC_Active_SUM,119.094818353653,1494120,27,2
LANDAREA_AVG,118.733223676682,12552,20,2
AMT_CREDIT_MIN,117.688573360443,1016906,24,2
SK_DPD_MAX_POS,115.68198299408,111578,24,2
AMT_DRAWINGS_CURRENT_MEAN,115.50828230381,749866,24,2
APARTMENTS_AVG,113.602710962296,426384,24,2
HOUR_APPR_PROCESS_START_14,112.861118197441,782728,21,2
PRODUCT_COMBINATION_Cash_X.Sell._low,112.668054580689,117108,18,2
Add_DIFF_PAYMENT_DRAWINGS_CARD_MEAN,112.090256333351,145213,21,2
NAME_CONTRACT_STATUS_POSCASH_Signed,111.759471654892,113515,22,2
Add_DIFF_RECEIVABLE_BALANCE_CARD_MEAN,110.68917298317,408632,23,2
Add_CARD_DRAWINGS_ATM_per_CNT_MEAN,110.480053424835,107083,20,2
DAYS_INSTALMENT_MEAN,110.371285438538,58064,18,2
AMT_REQ_CREDIT_BUREAU_QRT,109.931463003159,694796,19,2
MONTHS_BALANCE_MEAN_POS,108.37989115715,86710,19,2
NAME_PAYMENT_TYPE_Cash_through_the_bank,108.346196651459,953935,22,2
AMT_INST_MIN_REGULARITY_MEAN,108.097171545029,211708,18,2
HOUR_APPR_PROCESS_START_8,107.558724880219,127090,20,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,106.7604367733,183633,20,2
NAME_CONTRACT_STATUS_CC_Signed_SUM,106.36935710907,6937,18,2
AMT_ANNUITY_MEAN,104.282344579697,129739,22,2
HOUR_APPR_PROCESS_START_11,104.260617256165,35014,17,2
AMT_APPLICATION_MIN,103.808736085892,296620,18,2
Consumer_credit_Nr,103.61575293541,559421,20,2
CNT_DRAWINGS_ATM_CURRENT_MEAN,102.925266981125,173889,19,2
CNT_DRAWINGS_POS_CURRENT_MEAN,101.998562097549,734500,20,2
Add_DIFF_DAYS_LAST_DUE_PREV_MAX,101.833434343338,356734,19,2
Add_DIFF_DAYS_LAST_DUE_PREV_MIN,101.694810152054,339146,18,2
NFLAG_INSURED_ON_APPROVAL_0,101.349144935608,618680,19,2
SK_DPD_DEF_MEAN_POS,99.2974474430084,269648,18,2
DAYS_LAST_DUE_MIN,98.6284348964691,131496,18,2
Add_DIFF_PAYMENT_INST_MIN_CARD_MEAN,98.3329309225083,14102,19,2
SELLERPLACE_AREA_25,98.2625324726105,5035373,24,2
CREDIT_DAY_OVERDUE_MAX,98.2563939094543,4767062,27,2
LANDAREA_MODE,97.8531424999237,374448,20,2
NONLIVINGAREA_AVG,96.9705817699433,428486,20,2
NFLAG_INSURED_ON_APPROVAL_1,96.2863283157349,1787235,21,2
ENTRANCES_AVG,95.6295391321182,51229,16,2
YEARS_BEGINEXPLUATATION_AVG,94.0758632421494,223310,21,2
